UniProtKB	GENEID
Q13356	23759
P48739	23760
Q9UG56	23761
Q969R2	23762
Q9ULX9	23764
Q96F46	23765
Q9BY60	23766
Q9NZU0	23767
O43155	23768
Q9NZU1	23769
Q14318	23770
O95696	23774
P85298	23779
Q9BQE5	23780
Q6S545	23784
Q9BXK5	23786
Q9Y6C9	23788
O95239	24137
Q13325	24138
O95834	24139
Q9UET6	24140
Q9UBB9	24144
Q96RD7	24145
P56746	24146
Q86VR8	24147
O94906	24148
Q5VUA4	24149
Q6ZVL6	25758
P98077	25759
Q9NX55	25764
Q6NWY9	25766
Q9UI40	25769
O95567	25770
Q9Y3M2	25776
Q9UH99	25777
Q6XUX3	25778
Q8IV61	25780
Q9H2M9	25782
O95073	25788
Q9Y620	25788
Q9UK28	25789
Q9UL16	25790
Q8N5V2	25791
Q9ULV3	25792
Q9Y3I1	25793
O14926	25794
O95336	25796
Q16769	25797
O95415	25798
Q13433	25800
P28676	25801
P29536	25802
O95238	25803
Q9Y4Z0	25804
Q13145	25805
Q9UIW0	25806
Q9Y3P4	25807
O95922	25809
Q9Y512	25813
Q9UBB4	25814
O95379	25816
Q7Z5A7	25817
Q9Y337	25818
Q9UK39	25819
Q9Y4X5	25820
Q9Y2Z2	25821
O75953	25822
Q9NRR2	25823
P30044	25824
Q9Y5Z0	25825
Q9UKC9	25827
Q99757	25828
Q9Y519	25829
Q9BR01	25830
Q5TI25	25832
Q9UKI9	25833
Q9UBM8	25834
Q6KC79	25836
Q9H9E3	25839
Q9H8H3	25840
Q9Y294	25842
Q9Y3A3	25843
Q9GZM5	25844
Q9BS18	25847
Q6UWI2	25849
Q8IUR7	25852
Q5T6F0	25853
Q9HCU9	25855
Q9NTU4	25858
Q9P202	25861
Q70CQ1	25862
Q9BZL6	25865
Q8NBJ7	25870
Q9Y3U8	25873
O95563	25874
Q6P1Q0	25875
Q9NR99	25878
Q9NV06	25879
Q96B77	25880
Q6WN34	25884
O95602	25885
Q8NBT0	25886
Q7Z7G0	25890
Q6UXH9	25891
Q8NG06	25893
Q58EX7	25894
Q96AZ1	25895
Q9NVH2	25896
Q9NV58	25897
Q96PM5	25898
Q0D2I5	25900
Q8IWP9	25901
Q6UB35	25902
Q68BL8	25903
P60006	25906
Q8WZ71	25907
Q9BVM2	25911
Q9NUX5	25913
Q86VV8	25914
Q9BU61	25915
Q8WX92	25920
Q9C0B5	25921
Q6DD88	25923
Q8NFW9	25924
Q96K83	25925
Q9H8H0	25926
Q96F85	25927
Q6X4U4	25928
Q9H3S7	25930
Q9Y696	25932
Q9GZV5	25937
Q86XA9	25938
Q9Y3Z3	25939
Q8NCA5	25940
Q68CL5	25941
Q96ST3	25942
Q5TEA3	25943
Q9NQS3	25945
Q96PM9	25946
Q8IY47	25948
O95926	25949
Q9Y3V2	25950
Q8N490	25953
Q8TF01	25957
Q63ZY3	25959
Q96PE1	25960
Q69YN4	25962
Q8NBN3	25963
Q9Y426	25966
Q9NRF2	25970
Q53HI1	25972
Q7L3T8	25973
Q9Y4U1	25974
Q8IUX8	25975
Q7Z3E1	25976
Q8NC96	25977
Q9UQN3	25978
Q9Y312	25980
Q9P2D7	25981
Q8NEJ9	25983
Q9C075	25984
Q9BQA5	25988
Q6PHR2	25989
Q8TER0	25992
Q9Y241	25994
Q9Y3B8	25996
Q9P2D0	25998
Q6UVY6	26002
Q9H8Y8	26003
Q4AC94	26005
Q3LXA3	26007
Q8IYH5	26009
Q9NUQ6	26010
Q6N022	26011
Q6X4W1	26012
Q9Y468	26013
Q9BWH6	26015
Q9Y421	26017
Q96JA1	26018
Q9HAU5	26019
Q7Z4F1	26020
Q9Y2Y6	26022
O75127	26024
Q8WXI4	26027
A1L390	26030
Q9H4L5	26031
Q5VV63	26033
Q8WWN9	26034
O94923	26035
Q9Y4E5	26036
O43166	26037
Q8TDI0	26038
O75177	26039
Q9Y6X0	26040
O94888	26043
O94822	26046
Q9UHC6	26047
O94991	26050
Q96T49	26051
Q9UQ16	26052
Q8WXX7	26053
Q9GZR1	26054
Q9BXF6	26056
O75179	26057
Q6Y7W6	26058
Q9UKG1	26060
Q9UJ83	26061
Q9P0K7	26064
Q8ND56	26065
Q9Y2S7	26073
Q8NHU2	26074
Q9UFV1	26083
Q96DR7	26084
Q9UKR3	26085
Q86YR5	26086
Q9UJY5	26088
Q8N2K0	26090
Q5GLZ8	26091
Q5JTV8	26092
Q8WV16	26094
Q9Y3Y2	26097
Q3B7T1	26098
Q9Y4P8	26100
Q9P2V4	26103
A6NI79	26112
Q9HCD6	26115
Q9Y6I7	26118
Q5SW96	26119
Q8WWY3	26121
Q52LR7	26122
Q6NUS6	26123
Q9NVK5	26127
Q96EK5	26128
Q8TEL6	26133
Q8NC51	26135
Q9UGI8	26136
Q9HC78	26137
Q9Y4M8	26138
Q9Y4R7	26140
Q8TDR0	26146
Q5T6S3	26147
Q5TYW1	26149
Q9H4K1	26150
Q9BTE0	26151
Q86UK0	26154
Q9Y3T9	26155
O76021	26156
Q9UG01	26160
Q8NE09	26166
Q9H4L4	26168
Q8N201	26173
Q9Y2R2	26191
Q99932	26206
Q9UKF7	26207
Q9UKT6	26223
Q9UKT7	26224
Q9Y689	26225
O43175	26227
Q9ULZ2	26228
O94766	26229
Q8IVF5	26230
Q8WV35	26231
Q9UK22	26232
Q8N531	26233
Q9UKA1	26234
Q9UKA2	26235
O14633	26239
Q9Y247	26240
Q9UH77	26249
Q9UJ96	26251
Q9ULY5	26253
Q9UBM4	26254
O75952	26256
O15522	26257
Q9UL45	26258
Q8N3Y1	26259
Q8TCJ0	26260
O75426	26261
Q8NEZ5	26263
Q9UKG4	26266
Q9UK96	26267
Q9UK97	26268
Q9NRD0	26269
Q9NRD1	26270
Q9UKT4	26271
Q9UKT5	26272
Q9UK99	26273
Q6NVY1	26275
Q9H267	26276
Q9BSI4	26277
Q9NZJ4	26278
Q9UNK4	26279
Q9NP60	26280
Q9NP95	26281
O75616	26284
P56750	26285
Q9NP61	26286
Q9GZV1	26287
Q9Y6K8	26289
Q9NY28	26290
Q9NSA1	26291
Q99417	26292
Q9UGK8	26297
Q9NZC4	26298
Q8N5D6	26301
O14556	26330
Q9UJY1	26353
Q9BVP2	26354
Q96A26	26355
Q9UPM6	26468
Q99952	26469
Q6UXD5	26470
O60356	26471
Q96C90	26472
P30954	26476
Q9NYT0	26499
Q9NRA2	26503
Q6P4Q7	26504
Q8NE01	26505
Q9NRU3	26507
Q9NQ87	26508
Q9NZM1	26509
Q9UKJ5	26511
Q9UL03	26512
P62072	26519
Q9Y5J7	26520
Q9Y5J9	26521
Q9UL18	26523
Q9NRM7	26524
Q9UBH0	26525
Q9UKR8	26526
Q96EP5	26528
Q9UKP3	26548
Q9NY61	26574
Q9UGC6	26575
Q9UPE1	26576
Q9UKZ9	26577
Q96EZ4	26579
Q96G97	26580
O43812	26584
Q96PT3	26584
O60565	26585
Q8WWK9	26586
Q9Y4P3	26608
Q9H320	26609
Q96EB1	26610
Q8NGS2	26740
Q9UHK0	26747
A1L429	26748
O76087	26748
P0CL80	26748
P0CL81	26748
P0CL82	26748
Q96S38	26750
Q96D42	26762
Q9UHE8	26872
O14841	26873
Q99954	26952
Q9UBF2	26958
O60381	26959
Q8NFP9	26960
Q9UHD1	26973
Q96NJ3	26974
Q9Y2T2	26985
P11940	26986
Q9ULX6	26993
Q9Y3C5	26994
O95900	26995
Q9UJ42	26996
Q9UGM5	26998
Q96F07	26999
Q99543	27000
Q9UK80	27005
Q9H3S4	27010
Q9BV87	27013
Q00994	27018
Q9UI46	27019
Q9Y639	27020
Q9UJU5	27022
Q99853	27023
Q9UHC1	27030
Q7Z494	27031
P98194	27032
Q9Y2Y4	27033
Q9UKU7	27034
Q9Y5S8	27035
Q9Y286	27036
Q8IZ69	27037
Q9NZM6	27039
O43561	27040
Q68CQ4	27042
Q8IZL8	27043
Q7KZF4	27044
Q15327	27063
P42857	27065
Q9NUL3	27067
Q9H2U2	27068
Q9UN19	27071
P49754	27072
Q9UQV4	27074
O95857	27075
O95274	27076
Q9UPM9	27077
Q96DY7	27085
Q9H334	27086
Q9P2W7	27087
O14949	27089
Q9H4F1	27090
Q9UF02	27091
Q9NPA1	27094
O43617	27095
O75529	27097
Q15846	27098
Q9HBX3	27099
Q9HB71	27101
Q9BQI3	27102
Q8TBH0	27106
O95625	27107
Q9H190	27111
O75949	27112
Q96PG8	27113
Q9BXH1	27113
Q9NP56	27115
Q9UK85	27120
Q9UBT3	27121
Q9UBP4	27122
Q9UBU2	27123
Q15735	27124
Q9UHB7	27125
Q8NDV3	27127
Q9UIA0	27128
Q9UBY9	27129
Q9Y283	27130
Q9Y5X3	27131
Q8NCM2	27133
O95049	27134
Q86VD1	27136
Q9UHD4	27141
Q9ULE6	27143
Q7Z7B0	27145
Q9ULE4	27146
Q9NRP7	27148
Q8IZJ3	27151
Q9ULD6	27152
Q9UHP6	27156
Q9UHB4	27158
Q9BZP6	27159
Q9UKV8	27161
Q02083	27163
Q9BXA9	27164
Q9UI32	27165
Q9NY26	27173
Q9NZH7	27177
Q9NZH6	27178
Q9UHA7	27179
Q9Y336	27180
Q9NYZ4	27181
Q9UN37	27183
Q9NRI5	27185
Q9P0M4	27189
Q9UHF5	27190
Q9BXC0	27198
Q96P68	27199
Q96P69	27201
Q9P296	27202
Q9UGJ1	27229
Q9Y6X1	27230
Q14749	27232
O75897	27233
Q96H96	27235
P53367	27236
Q5VV41	27237
Q92917	27238
Q16538	27239
Q9Y3P8	27240
Q3SYG4	27241
O75509	27242
Q9Y6P5	27244
Q5TGY3	27245
Q9Y4L5	27246
Q9UMS0	27247
Q96DZ1	27248
Q9H3L0	27249
Q53EL6	27250
Q9Y2M5	27252
O14917	27253
Q9UQ52	27255
O15116	27257
P62310	27258
Q9UJW2	27283
O43704	27284
Q9UIF3	27285
O60687	27286
O95231	27287
O75526	27288
Q92730	27289
O60575	27290
Q9UNQ2	27292
Q92485	27293
Q9UQ10	27294
Q53GG5	27295
O75575	27297
O15204	27299
Q9UBZ4	27301
O95393	27302
Q6XE24	27303
O60760	27306
Q15771	27314
Q9UHJ9	27315
P38159	27316
Q8NFJ8	27319
O15405	27324
Q8NDV7	27327
Q9BZA7	27328
Q9Y5C1	27329
Q9UK32	27330
Q14966	27332
O00461	27333
O00398	27334
Q9UBQ5	27335
Q16763	27338
Q9UMS4	27339
O75691	27340
Q9UJ41	27342
Q9UGP5	27343
Q9UHG2	27344
Q86W47	27345
Q5BJF2	27346
Q9UEW8	27347
O14657	27348
Q8IVS2	27349
Q9NRW3	27350
Q6ICB0	27351
Q96HU1	27352
O43464	27429
Q9NZL9	27430
Q5JU69	27433
Q8N2E6	27433
Q9NP87	27434
Q9HC35	27436
Q9BXF3	27443
Q9Y6V0	27445
Q9Y5P8	28227
Q96BD0	28231
Q9UIG8	28232
Q9NPD5	28234
P01602	28299
Q9HBT6	28316
A0A0B4J1U7	28385
P01824	28394
P06331	28395
P01772	28434
P01768	28439
P01764	28442
A0A0B4J1V1	28444
P01762	28450
P01780	28452
P01742	28461
A0A0C4DH29	28473
P23083	28474
Q9NYR9	28511
Q9NYS0	28512
Q9H159	28513
O00548	28514
B7Z8K6	28526
A0A5B9	28638
P01850	28639
P01848	28755
P01721	28778
P80748	28796
P01699	28823
P01703	28825
A0A087WSY6	28875
A0A075B6S2	28882
A0A0B4J1Z2	28891
A0A087WSZ0	28904
P01619	28912
P01624	28913
A2NJV5	28920
P01597	28930
Q92519	28951
O60826	28952
O75628	28954
O95424	28955
Q9Y2Q5	28956
Q9Y2Q9	28957
Q9Y2R0	28958
Q3YBM2	28959
Q96C86	28960
Q86WC4	28962
Q9Y2X7	28964
Q9Y2P4	28965
Q9Y343	28966
Q9GZN6	28968
Q9Y6E2	28969
Q9H0W9	28970
Q9Y6A9	28972
Q9Y676	28973
Q9H845	28976
Q8WYA0	28981
Q9Y5Y0	28982
Q9UL52	28983
Q9H4X1	28984
Q9ULC4	28985
Q9H213	28986
Q9ULX3	28987
Q9UJU6	28988
Q9BV86	28989
Q9GZQ3	28991
Q9BQ69	28992
Q9H2X6	28996
Q9BYD1	28998
Q9UIH9	28999
Q8NBI5	29015
Q6PL18	29028
Q14CZ0	29035
Q96A57	29058
Q8IWR0	29066
Q9H0I3	29070
Q96EU7	29071
Q9BYW2	29072
Q9H0U6	29074
Q9P032	29078
Q9NPJ6	29079
Q9P031	29080
Q8N3Z3	29083
Q9NRX4	29085
Q9NWV8	29086
Q9P016	29087
Q9NPD8	29089
Q8NFX7	29091
Q3ZCW2	29094
Q53FV1	29095
Q9HD47	29098
Q9BTX3	29100
Q9NRR4	29102
Q9Y5T4	29103
Q9Y5N5	29104
Q9Y6A4	29105
Q8WXD2	29106
Q9UKK6	29107
Q9ULZ3	29108
Q9UHD2	29110
Q6UXA7	29113
Q9UI15	29114
Q9UHR5	29115
Q8WY64	29116
Q9NPI1	29117
Q9UHL0	29118
Q9UI47	29119
Q9UHP7	29121
Q9UI38	29122
Q6UB99	29123
Q9UHV8	29124
Q9P2W6	29125
Q9NZQ7	29126
Q9H0H5	29127
Q96T88	29128
Q8WV28	29760
Q9UHP3	29761
Q9NZQ9	29765
Q9NYL9	29766
Q9NZR1	29767
Q9BWT7	29775
Q9ULW3	29777
Q9HBI1	29780
Q6IBW4	29781
Q96SQ9	29785
Q9NTK5	29789
Q9UDW1	29796
O60688	29799
Q9ULC8	29801
Q9UKI3	29802
Q9NZI5	29841
Q9NZI6	29842
Q9P0U3	29843
P0C1Z6	29844
Q9NZQ8	29850
Q9Y6W8	29851
Q9NPG3	29855
Q9Y673	29880
Q9UHC9	29881
Q9UIV1	29883
Q9Y5X2	29886
Q9Y5X0	29887
Q9NRL3	29888
Q13823	29889
Q9P2W1	29893
Q10570	29894
Q96A32	29895
Q13595	29896
P81274	29899
A6NKF1	29901
Q9BWC9	29903
O00418	29904
O14626	29909
Q96ED9	29911
Q9Y5Z9	29914
Q9Y5Z7	29915
Q96DM3	29919
Q96C36	29920
Q9Y5B8	29922
Q9Y5L2	29923
Q9Y6I3	29924
Q9Y5P6	29925
Q96IJ6	29926
P61619	29927
Q9Y584	29928
Q9Y672	29929
Q9Y6C7	29931
Q9UNW8	29933
Q9UMY4	29934
Q9UMX5	29937
Q9UL01	29940
Q6P5Z2	29941
Q9UJV8	29942
Q9ULC6	29943
Q9UJX5	29945
Q9UJW9	29946
Q9UJW3	29947
Q9UJX0	29948
Q9UHD0	29949
Q9UHV2	29950
Q6ZMN7	29951
Q9UHL4	29952
Q9UKY4	29954
Q96G23	29956
Q6NUK1	29957
Q9UI17	29958
Q9UHY1	29959
Q9UI43	29960
Q2TBC4	29964
Q9H305	29965
Q13033	29966
Q9Y561	29967
Q9Y617	29968
Q9P1T7	29969
P0DPB3	29970
Q9NQ94	29974
Q9UHD9	29978
Q9UMX0	29979
Q9NYP3	29980
Q96F24	29982
O00212	29984
Q9BRY0	29985
Q9NP94	29986
Q9NY64	29988
Q9NPH6	29989
Q9NY56	29991
Q9UKJ1	29992
Q9BY11	29993
Q9UIF8	29994
Q9NZU5	29995
Q9NZM5	29997
Q9NZM4	29998
Q9NQT6	29999
O14787	30000
Q96HE7	30001
O95967	30008
Q9UL17	30009
P58417	30010
Q96B97	30011
O43711	30012
Q9NS26	30014
Q9NP59	30061
Q9Y2V3	30062
P57058	30811
P57073	30812
Q9NZR4	30813
Q9NZK7	30814
Q969X2	30815
Q9UQF0	30816
Q9UHX3	30817
Q9Y2W7	30818
Q9NS61	30819
Q9NZI2	30820
Q9P0U4	30827
Q8TCD5	30833
Q9P1U0	30834
Q9NNX6	30835
O14512	30837
Q9H223	30844
Q9NZN3	30845
Q9NZN4	30846
O75638	30848
Q99570	30849
O14907	30851
Q9UJZ1	30968
Q9P0G3	43847
Q9UKR0	43849
Q9ULJ3	49854
Q9BY12	49855
Q9UBG3	49860
Q7LG56	50484
Q9NZC9	50485
P27469	50486
Q9NZ20	50487
Q8N4C8	50488
Q9UJ71	50489
Q9NRD8	50506
Q9NPH5	50507
Q9HBY0	50508
P25940	50509
Q8IZU3	50511
Q9P2X7	50514
Q9NPF2	50515
Q9NYY1	50604
Q9HCQ5	50614
Q9HBE5	50615
Q9GZX6	50616
Q9HBG4	50617
Q9NZM3	50618
Q9H4E7	50619
Q86UP6	50624
P57678	50628
Q9NYX4	50632
Q6IWH7	50636
Q9NP80	50640
Q9NR80	50649
Q9NR81	50650
Q9Y2W3	50651
Q9Y4Z2	50674
Q9NYR8	50700
Q5TAQ9	50717
Q9P2K5	50804
P78413	50805
Q9ULH1	50807
Q9UIJ7	50808
Q5SSJ5	50809
Q9Y3E1	50810
Q9UBW8	50813
Q15738	50814
Q9NYV7	50833
Q9NYW7	50834
Q9NYW1	50835
Q9NYV9	50838
Q9NYW0	50839
Q9NYV8	50840
O43323	50846
Q9Y624	50848
Q6PIZ9	50852
O15195	50853
Q9UBA6	50854
Q9NPB6	50855
Q9UMR7	50856
Q9BQ16	50859
Q9NZ72	50861
Q9P121	50863
Q9NRV9	50865
Q4KMG0	50937
Q9BZV3	50939
Q9HCR9	50940
Q9BZS1	50943
Q9Y566	50944
Q9Y458	50945
Q9BQB4	50964
Q9Y3A6	50999
Q9H1N7	51000
Q9Y3C4	51002
Q9Y2Z9	51004
Q9Y303	51005
Q8N9N2	51008
Q9GZP9	51009
Q9NQT5	51010
Q9Y3B1	51012
Q9Y3B2	51013
Q86XR7	51014
Q9Y3B3	51014
Q7Z4H3	51020
Q9Y3D3	51021
Q9NS18	51022
Q9Y3D6	51024
Q9Y3D7	51025
Q9Y3E0	51026
Q9Y3E2	51027
Q86VN1	51028
Q9BSY9	51029
Q9HC38	51031
Q04323	51035
O00488	51042
O15156	51043
O43692	51050
P81277	51052
O75496	51053
P28838	51056
O95876	51057
Q49AJ0	51059
O95881	51060
Q6PKC3	51061
Q8WXF7	51062
Q71UM5	51065
Q9Y2M2	51066
Q9Y2Z4	51067
Q96D46	51068
Q9Y314	51070
Q9Y315	51071
Q9Y316	51072
Q9BYD3	51073
Q96GX9	51074
Q9Y320	51075
Q9NTM9	51076
Q9P0J0	51079
Q9Y2R9	51081
P0DPB5	51082
P0DPB6	51082
P22466	51083
Q9Y2S2	51084
Q9NP71	51085
Q59H18	51086
Q9Y2T7	51087
Q96PQ7	51088
Q9Y342	51090
Q9HD40	51091
Q8NBJ9	51092
Q96FB5	51093
Q96A54	51094
Q96Q11	51095
Q9Y5J1	51096
Q9Y366	51098
Q8WTS1	51099
Q9Y371	51100
Q9BV79	51102
Q9Y375	51103
A8MW92	51105
Q8WVM0	51106
Q96BI3	51107
Q9H1A3	51108
Q8TC12	51109
Q53H82	51110
Q4FZB7	51111
Q8WVT3	51112
Q9Y397	51114
Q96DB5	51115
Q9Y3A0	51117
Q9Y3A2	51118
Q9Y3A5	51119
Q9Y5U9	51124
Q7Z5G4	51125
Q9Y577	51127
Q9Y6B6	51128
Q9BY76	51129
Q9UIL8	51131
Q9NVW2	51132
Q9Y597	51133
Q9Y592	51134
Q9NWZ3	51135
Q9BT78	51138
Q9Y5U4	51141
Q9Y6H1	51142
Q9Y6G9	51143
Q53GQ0	51144
Q9UNA3	51146
Q9UNL4	51147
Q9BRK5	51150
Q9UMX9	51151
Q9UK76	51155
Q9UK55	51156
Q9UK41	51160
Q9UHF1	51162
Q9UK59	51163
Q9UJW0	51164
Q8N5Z0	51166
Q7L1T6	51167
Q9UKN7	51168
Q8NBQ5	51170
Q9UK23	51172
Q9UJT1	51174
Q9UJT0	51175
Q9UJU2	51176
Q53GL0	51177
Q9NYQ3	51179
Q7Z4W1	51181
Q0VDF9	51182
Q9UHW5	51184
Q96SW2	51185
Q9UII4	51191
Q9UBR5	51192
Q9UID6	51193
Q9UI26	51194
Q9P212	51196
Q9UH64	51198
Q8N4C6	51199
Q9UI42	51200
Q9UIJ5	51201
Q9BXS6	51203
Q9BSH4	51204
Q9NPH0	51205
Q9HCN6	51206
Q6B8I1	51207
Q9UII6	51207
P56856	51208
Q9NP90	51209
Q9P127	51213
Q6U949	51214
Q86SX6	51218
Q8IYF1	51224
Q9P2A4	51225
Q9P299	51226
P57054	51227
Q9BVI0	51230
Q8IV63	51231
Q9NZV1	51232
Q9BTY7	51236
Q8WU39	51237
Q9P0S2	51241
Q6PII3	51244
Q8N114	51246
Q9BPZ3	51247
Q5SWH9	51249
Q9H0P0	51251
Q8IXR5	51252
Q9BZE1	51253
Q9P0N9	51256
Q9P0N8	51257
Q9P0N5	51259
Q8TCC3	51263
Q8IVW4	51265
Q9P126	51266
Q9P0Z9	51268
Q5H9I0	51270
Q9NZ09	51271
Q9NYM9	51272
P57682	51274
Q9NZQ0	51277
Q5VY09	51278
Q9NZP8	51279
Q8NBJ4	51280
Q9P2S6	51281
P57086	51282
Q9NZS9	51283
Q9NYK1	51284
Q9NYN1	51285
Q8N111	51286
Q9NSD7	51289
Q96RQ1	51290
Q9P107	51291
Q9P2T1	51292
Q9NPF0	51293
Q9NPG4	51294
Q9BQ95	51295
Q8IY34	51296
Q9NP55	51297
Q9P2T0	51298
Q9NPD7	51299
Q9NPL8	51300
Q9NYL5	51302
Q9NYL4	51303
Q9NYG2	51304
Q9NPC2	51305
Q9NYF3	51307
Q9BRK0	51308
Q9P291	51309
Q8WUG5	51310
Q9NR97	51311
Q9NYZ2	51312
Q6UWH4	51313
Q8N427	51314
Q9NZF1	51316
Q96BD5	51317
Q96IZ7	51319
Q5U5Q3	51320
Q9BTA9	51322
Q9NZD8	51324
Q8IVW1	51326
Q9NZD4	51327
Q9NP84	51330
Q9NRC6	51332
Q569H4	51334
Q8WUY1	51337
Q96JQ5	51338
Q9NYF0	51339
Q9BZJ0	51340
O95365	51341
Q9UM11	51343
Q9H2K8	51347
Q9NZS2	51348
Q01546	51350
Q06250	51352
O43462	51360
Q9UJC3	51361
O60508	51362
Q7LFX5	51363
O75800	51364
Q53H76	51365
O95071	51366
Q969H6	51367
Q9Y244	51371
Q9Y2R5	51373
Q6UW56	51374
Q9UNH6	51375
Q9Y5K5	51377
Q9Y264	51378
Q8IUI8	51379
Q9Y600	51380
Q9Y5K8	51382
Q9UBV4	51384
Q86UQ0	51385
Q9Y221	51388
Q9Y5S1	51393
Q9Y6G5	51397
Q9Y296	51399
Q9Y570	51400
Q9UMY1	51406
Q9UBW5	51411
O94805	51412
Q9Y2J4	51421
Q9UGJ0	51422
Q9UBT6	51426
Q9UJV9	51428
Q9Y5X1	51429
Q9UBS9	51430
Q9UJX4	51433
Q9UJX3	51434
Q6AZY7	51435
Q9UBF1	51438
Q9Y5A9	51441
Q99990	51442
Q8WVD3	51444
Q9UHH9	51447
Q9UHG3	51449
Q99811	51450
Q9UIC8	51451
Q9UBP9	51454
Q9UBZ9	51455
Q9UBD6	51458
Q9UHJ3	51460
Q9Y385	51465
Q9UI08	51466
Q9UHF3	51471
Q9UHG0	51473
Q9UHB6	51474
Q9NPB3	51475
Q9NPH2	51477
P56937	51478
Q9P2R3	51479
Q9H322	51480
Q9NNX9	51481
Q5T280	51490
Q9Y3C1	51491
Q9Y3I0	51493
Q9P035	51495
Q05D32	51496
Q8IXH7	51497
O43715	51499
Q53FT3	51501
Q9P013	51503
Q9Y3C8	51506
Q9NZZ3	51510
Q9NYZ3	51512
Q9Y603	51513
Q9NZJ0	51514
Q9NZQ3	51517
Q9P2J5	51520
Q9P0S9	51522
Q7LFL8	51523
Q9NPI0	51524
Q9NX31	51526
Q9P0R6	51527
Q9NYG5	51529
Q86WB0	51530
Q9BU70	51531
Q9BWX1	51533
Q9NP79	51534
Q8NEY8	51535
Q96I15	51540
Q9P1Q0	51542
Q9NRC8	51547
Q8N6T7	51548
Q9BW66	51550
P61106	51552
Q9NPB9	51554
Q8IYB4	51555
Q5TDP6	51557
Q86UY8	51559
Q9NRW1	51560
Q9NPF7	51561
Q8WUI4	51564
Q9UH62	51566
O95551	51567
P61960	51569
Q9NUQ9	51571
Q9NZC3	51573
Q4G0J3	51574
Q9H501	51575
O14977	51582
Q96RN5	51586
Q8N2W9	51588
Q9UPN9	51592
Q9BXP5	51593
A2RRP1	51594
Q86X29	51599
Q9Y234	51601
Q9Y2X3	51602
Q8N6R0	51603
Q969N2	51604
Q9UJA5	51605
Q9H2P9	51611
Q9Y282	51614
Q9Y2Y9	51621
Q8TCX1	51626
Q8N6M0	51633
Q9Y388	51634
Q9Y394	51635
Q9Y224	51637
Q9Y3B4	51639
Q96GC5	51642
Q9HC24	51643
Q9Y3C6	51645
P62699	51646
Q9Y3D0	51647
Q9Y3D9	51649
Q9Y3E5	51651
Q9Y3E7	51652
Q96SZ6	51654
Q9Y272	51655
Q9Y6J8	51657
Q9Y248	51659
Q9Y5U8	51660
Q9Y576	51665
Q9Y574	51666
Q9Y5A7	51667
Q9Y547	51668
Q9BW30	51673
Q96Q27	51676
Q9NZW5	51678
Q9UMX1	51684
Q9UKF6	51692
Q9UL33	51693
Q9UBI9	51696
Q9UBQ0	51699
Q6BCY4	51700
Q9UBE8	51701
Q9ULW8	51702
Q9ULC5	51703
Q9NZH0	51704
Q9ULC0	51705
P15621	51710
P62341	51714
Q9ULC3	51715
Q9UKY3	51716
Q9Y376	51719
Q96RL1	51720
Q9UH90	51725
Q9UBS4	51726
P30085	51727
Q9Y2Y1	51728
Q9UBR1	51733
Q9NZV6	51734
Q8TEU7	51735
Q9UBU3	51738
Q9NZC7	51741
Q4LE39	51742
Q9BZW8	51744
O95232	51747
Q9NZ71	51750
Q9NZ08	51752
A6NDV4	51754
Q9NYV4	51755
Q9BSW7	51760
Q9NTI2	51761
Q92930	51762
Q9BT40	51763
Q9P289	51765
Q96T23	51773
Q9NYL2	51776
Q9NPC6	51778
Q7LBC6	51780
Q9NY37	51802
Q9UIU6	51804
Q9NZT1	51806
Q9NY65	51807
Q86SF2	51809
Q9NZK5	51816
Q9H165	53335
Q8N123	53336
Q9H0C5	53339
Q15506	53340
Q8TAD2	53342
Q9BW91	53343
Q5VXU3	53344
Q9BZW4	53345
Q9BZW5	53346
P57075	53347
Q9HBF4	53349
Q9NZR2	53353
Q8TE04	53354
Q92529	53358
Q9ULQ1	53373
Q9NZA1	53405
Q9P2W9	53407
O95983	53615
Q9P0K1	53616
Q9HAY6	53630
Q9UGI9	53632
Q86YD1	53635
Q9H228	53637
P57055	53820
Q9H0Q3	53826
Q96DB9	53827
P59646	53828
Q9BPV8	53829
Q9NQS5	53831
Q9UHF4	53832
Q6UXL0	53833
Q8N441	53834
Q9BY21	53836
Q9HBB8	53841
Q8NEV4	53904
Q9NRD9	53905
P61018	53916
Q969Q5	53917
Q9BRX2	53918
Q9NYB5	53919
Q9H2H8	53938
Q9BXU8	53940
O94779	53942
Q9HCP0	53944
Q9NPC4	53947
Q9P2I0	53981
Q9NSI6	54014
P57057	54020
P57052	54033
P57721	54039
P58505	54058
P58557	54059
Q8WU66	54084
Q9NVD3	54093
P58499	54097
P57078	54101
Q96NY7	54102
A4D1B5	54103
Q9NR96	54106
Q9NRF9	54107
Q9GZN0	54112
P57053	54145
Q9NYK6	54149
Q96GG9	54165
Q9NR45	54187
P99999	54205
Q9UJM3	54206
P57789	54207
Q9NZC2	54209
Q9NP99	54210
Q9NSN8	54212
Q9NY99	54221
P60893	54329
P59768	54331
Q8TB36	54332
Q9P2X0	54344
P35713	54345
Q86WB7	54346
Q9NRR1	54360
P56705	54361
Q9UJM8	54363
Q9NYB0	54386
Q96QD8	54407
Q9NZ94	54413
Q9HAT2	54414
Q8IXB1	54431
Q9NY12	54433
Q8WYL5	54434
Q8TE82	54436
Q9P283	54437
Q9P2N5	54439
O75995	54440
P0CL83	54441
Q9NQW6	54443
Q8WYP3	54453
Q9ULI0	54454
Q9BXT6	54456
